          Format            YIELD 
            Name              n30 
            Unit        #/sr/hist 
            Part          Neutron 

          Emin           Emax          Value    Uncertainty 
    794.328235     812.830516   9.910912e-08       1.000000 
    812.830516     831.763771       0.000000       0.000000 
    831.763771     851.138038       0.000000       0.000000 
    851.138038     870.963590       0.000000       0.000000 
    870.963590     891.250938       0.000000       0.000000 
    891.250938     912.010839       0.000000       0.000000 
    912.010839     933.254301       0.000000       0.000000 
    933.254301     954.992586       0.000000       0.000000 
    954.992586     977.237221       0.000000       0.000000 
    977.237221    1000.000000       0.000000       0.000000 
